home_score,away_score,home_third_dwn_pct,away_third_dwn_pct,game_id,label
18.8,19.0,0.360256414,0.345775064,401547592,Away
21.6,25.8,0.43761905399999995,0.400158742,401547591,Home
26.2,28.0,0.419942296,0.316422602,401547593,Home
23.4,19.8,0.389801868,0.449223006,401547604,Home
22.2,24.4,0.42773110799999997,0.391117216,401547607,Home
23.0,26.6,0.308012826,0.337171718,401547606,Home
18.4,16.8,0.33537879,0.41515152200000005,401547605,Home
25.8,18.2,0.400158742,0.393752924,401547598,Away
19.0,15.0,0.345775064,0.378205132,401547595,Away
18.8,12.2,0.360256414,0.352942902,401547594,Home
16.6,29.2,0.447142854,0.46562881999999994,401547608,Away
17.6,21.6,0.34370880000000004,0.43761905399999995,401547599,Home
14.0,16.4,0.362126706,0.394082584,401547603,Home
12.0,20.6,0.435617732,0.40606060800000005,401547597,Home
15.6,28.4,0.42131203399999995,0.385641028,401547596,Away
23.4,17.2,0.424871798,0.438281992,401547600,Home
26.0,18.8,0.401960796,0.48824787199999997,401547602,Away
22.2,27.2,0.377222788,0.37156594,401547601,Home
12.0,17.6,0.435617732,0.34370880000000004,401547609,Home
24.4,23.4,0.391117216,0.389801868,401547610,Home
28.0,23.4,0.316422602,0.424871798,401547611,Away
16.4,22.2,0.394082584,0.42773110799999997,401547616,Home
19.0,22.2,0.345775064,0.377222788,401547614,Away
19.8,23.0,0.449223006,0.308012826,401547618,Away
12.2,20.6,0.352942902,0.40606060800000005,401547613,Home
14.0,25.8,0.362126706,0.400158742,401547617,Away
15.0,18.4,0.378205132,0.33537879,401547612,Away
18.2,26.0,0.393752924,0.401960796,401547615,Home
16.8,15.6,0.41515152200000005,0.42131203399999995,401547619,Home
18.8,17.2,0.360256414,0.438281992,401547620,Home
26.6,16.6,0.337171718,0.447142854,401547621,Away
29.2,26.2,0.46562881999999994,0.419942296,401547351,Away
27.2,21.6,0.37156594,0.43761905399999995,401547241,Home
28.4,18.8,0.385641028,0.48824787199999997,401547622,Away
18.4,12.2,0.33537879,0.352942902,401547623,Home
17.2,23.0,0.438281992,0.308012826,401547624,Home
23.4,16.6,0.424871798,0.447142854,401547626,Home
16.8,16.4,0.41515152200000005,0.394082584,401547627,Home
22.2,26.2,0.42773110799999997,0.419942296,401547628,Home
21.6,12.0,0.43761905399999995,0.435617732,401547632,Away
27.2,15.6,0.37156594,0.42131203399999995,401547633,Away
18.2,17.6,0.393752924,0.34370880000000004,401547634,Away
20.6,28.4,0.40606060800000005,0.385641028,401547635,Away
26.0,14.0,0.401960796,0.362126706,401547629,Home
18.8,18.8,0.48824787199999997,0.360256414,401547625,Home
15.0,19.0,0.378205132,0.345775064,401547631,Home
22.2,24.4,0.377222788,0.391117216,401547636,Away
26.6,28.0,0.337171718,0.316422602,401547630,Home
29.2,23.4,0.46562881999999994,0.389801868,401547235,Home
19.8,25.8,0.449223006,0.400158742,401547637,Away
